ID Cliente,meses_consecutivos,Categoria
2841,0,Inactivo
2842,24,Diamante
2843,0,Inactivo
2844,0,Inactivo
2845,24,Diamante
2846,24,Diamante
2847,24,Diamante
2848,24,Diamante
2849,24,Diamante
2850,0,Inactivo
2851,0,Inactivo
2852,24,Diamante
2853,0,Inactivo
2854,24,Diamante
2855,11,Esmeralda
2856,24,Diamante
2857,24,Diamante
2858,0,Inactivo
2859,24,Diamante
2860,24,Diamante
2861,24,Diamante
2862,24,Diamante
2863,0,Inactivo
2864,24,Diamante
2865,24,Diamante
2866,24,Diamante
2867,24,Diamante
2868,24,Diamante
2869,24,Diamante
2870,24,Diamante
2871,24,Diamante
2872,24,Diamante
2873,24,Diamante
2874,24,Diamante
2875,24,Diamante
2876,24,Diamante
2877,24,Diamante
2878,0,Inactivo
2879,0,Inactivo
2880,24,Diamante
2881,0,Inactivo
2882,24,Diamante
2883,24,Diamante
2884,24,Diamante
2885,0,Inactivo
2886,24,Diamante
2887,0,Inactivo
2888,24,Diamante
2889,24,Diamante
2890,24,Diamante
2891,24,Diamante
2892,24,Diamante
2893,24,Diamante
2894,24,Diamante
2895,21,Diamante
2896,24,Diamante
2897,24,Diamante
2898,0,Inactivo
2899,24,Diamante
2900,0,Inactivo
2901,0,Inactivo
2902,0,Inactivo
2903,24,Diamante
2904,0,Inactivo
2905,0,Inactivo
2906,24,Diamante
2907,20,Diamante
2908,0,Inactivo
2909,24,Diamante
2910,24,Diamante
2911,24,Diamante
2912,24,Diamante
2913,24,Diamante
2914,0,Inactivo
2915,24,Diamante
2916,24,Diamante
2917,24,Diamante
2918,24,Diamante
2919,24,Diamante
2920,24,Diamante
2921,24,Diamante
2922,24,Diamante
2923,24,Diamante
2924,24,Diamante
2925,24,Diamante
2926,0,Inactivo
2927,0,Inactivo
2928,24,Diamante
2929,24,Diamante
2930,24,Diamante
2931,0,Inactivo
2932,0,Inactivo
2933,24,Diamante
2934,24,Diamante
2935,24,Diamante
2936,24,Diamante
2937,24,Diamante
2938,24,Diamante
2939,24,Diamante
2940,24,Diamante
2941,24,Diamante
2942,24,Diamante
2943,24,Diamante
2944,24,Diamante
2945,24,Diamante
2946,24,Diamante
2947,0,Inactivo
2948,24,Diamante
2949,24,Diamante
2950,0,Inactivo
2951,24,Diamante
2952,24,Diamante
2953,0,Inactivo
2954,24,Diamante
2955,0,Inactivo
2956,24,Diamante
2957,0,Inactivo
2958,24,Diamante
2959,24,Diamante
2960,24,Diamante
2961,24,Diamante
2962,24,Diamante
2963,0,Inactivo
2964,0,Inactivo
2965,24,Diamante
2966,0,Inactivo
2967,24,Diamante
2968,24,Diamante
2969,24,Diamante
2970,24,Diamante
2971,24,Diamante
2972,0,Inactivo
2973,24,Diamante
2974,24,Diamante
2975,24,Diamante
2976,24,Diamante
2977,24,Diamante
2978,19,Diamante
2979,24,Diamante
2980,0,Inactivo
2981,24,Diamante
2982,24,Diamante
2983,24,Diamante
2984,24,Diamante
2985,24,Diamante
2986,24,Diamante
2987,24,Diamante
2988,24,Diamante
2989,24,Diamante
2990,24,Diamante
2991,24,Diamante
2992,0,Inactivo
2993,24,Diamante
2994,24,Diamante
2995,24,Diamante
2996,0,Inactivo
2997,0,Inactivo
2998,24,Diamante
2999,24,Diamante
3000,0,Inactivo
3001,0,Inactivo
3002,24,Diamante
3003,24,Diamante
3004,0,Inactivo
3005,24,Diamante
3006,24,Diamante
3007,0,Inactivo
3008,24,Diamante
3009,24,Diamante
3010,0,Inactivo
3011,24,Diamante
3012,24,Diamante
3013,24,Diamante
3014,24,Diamante
3015,24,Diamante
3016,24,Diamante
3017,24,Diamante
3018,24,Diamante
3019,24,Diamante
3020,24,Diamante
3021,0,Inactivo
3022,24,Diamante
3023,24,Diamante
3024,24,Diamante
3025,24,Diamante
3026,24,Diamante
3027,24,Diamante
3028,0,Inactivo
3029,24,Diamante
3030,0,Inactivo
3031,24,Diamante
3032,24,Diamante
3033,24,Diamante
3034,0,Inactivo
3035,24,Diamante
3036,24,Diamante
3037,24,Diamante
3038,24,Diamante
3039,24,Diamante
3040,24,Diamante
3041,0,Inactivo
3042,24,Diamante
3043,0,Inactivo
3044,24,Diamante
3045,24,Diamante
3046,0,Inactivo
3047,24,Diamante
3048,24,Diamante
3049,24,Diamante
3050,24,Diamante
3051,24,Diamante
3052,24,Diamante
3053,24,Diamante
3054,0,Inactivo
3055,24,Diamante
3056,0,Inactivo
3057,24,Diamante
3058,0,Inactivo
3059,24,Diamante
3060,24,Diamante
3061,24,Diamante
3062,24,Diamante
3063,24,Diamante
3064,24,Diamante
3065,24,Diamante
3066,24,Diamante
3067,0,Inactivo
3068,24,Diamante
3069,24,Diamante
3070,24,Diamante
3071,24,Diamante
3072,24,Diamante
3073,24,Diamante
3074,24,Diamante
3075,24,Diamante
3076,0,Inactivo
3077,24,Diamante
3078,24,Diamante
3079,0,Inactivo
3080,24,Diamante
3081,24,Diamante
3082,24,Diamante
3083,24,Diamante
3084,0,Inactivo
3085,0,Inactivo
3086,24,Diamante
3087,24,Diamante
3088,0,Inactivo
3089,24,Diamante
3090,24,Diamante
3091,0,Inactivo
3092,0,Inactivo
3093,24,Diamante
3094,24,Diamante
3095,24,Diamante
3096,0,Inactivo
3097,0,Inactivo
3098,24,Diamante
3099,24,Diamante
3100,24,Diamante
3101,0,Inactivo
3102,24,Diamante
3103,0,Inactivo
3104,24,Diamante
3105,0,Inactivo
3106,0,Inactivo
3107,24,Diamante
3108,24,Diamante
3109,24,Diamante
3110,0,Inactivo
3111,24,Diamante
3112,0,Inactivo
3113,24,Diamante
3114,24,Diamante
3115,0,Inactivo
3116,24,Diamante
3117,24,Diamante
3118,0,Inactivo
3119,0,Inactivo
3120,0,Inactivo
3121,24,Diamante
3122,24,Diamante
3123,0,Inactivo
3124,24,Diamante
3125,24,Diamante
3126,0,Inactivo
3127,24,Diamante
3128,24,Diamante
3129,0,Inactivo
3130,0,Inactivo
3131,0,Inactivo
3132,24,Diamante
3133,0,Inactivo
3134,24,Diamante
3135,0,Inactivo
3136,24,Diamante
3137,24,Diamante
3138,24,Diamante
3139,24,Diamante
3140,24,Diamante
3141,24,Diamante
3142,24,Diamante
3143,24,Diamante
3144,24,Diamante
3145,24,Diamante
3146,24,Diamante
3147,24,Diamante
3148,24,Diamante
3149,0,Inactivo
3150,24,Diamante
3151,0,Inactivo
3152,24,Diamante
3153,24,Diamante
3154,24,Diamante
3155,24,Diamante
3156,24,Diamante
3157,0,Inactivo
3158,24,Diamante
3159,24,Diamante
3160,24,Diamante
3161,24,Diamante
3162,24,Diamante
3163,0,Inactivo
3164,24,Diamante
3165,21,Diamante
3166,0,Inactivo
3167,24,Diamante
3168,0,Inactivo
3169,0,Inactivo
3170,24,Diamante
3171,24,Diamante
3172,24,Diamante
3173,24,Diamante
3174,0,Inactivo
3175,24,Diamante
3176,0,Inactivo
3177,0,Inactivo
3178,24,Diamante
3179,0,Inactivo
3180,0,Inactivo
3181,24,Diamante
3182,24,Diamante
3183,24,Diamante
3184,0,Inactivo
3185,0,Inactivo
3186,0,Inactivo
3187,24,Diamante
3188,0,Inactivo
3189,0,Inactivo
3190,24,Diamante
3191,0,Inactivo
3192,24,Diamante
3193,24,Diamante
3194,0,Inactivo
3195,24,Diamante
3196,24,Diamante
3197,24,Diamante
3198,24,Diamante
3199,24,Diamante
3200,0,Inactivo
3201,24,Diamante
3202,24,Diamante
3203,24,Diamante
3204,0,Inactivo
3205,24,Diamante
3206,24,Diamante
3207,24,Diamante
3208,24,Diamante
3209,0,Inactivo
3210,24,Diamante
3211,24,Diamante
3212,24,Diamante
3213,24,Diamante
3214,24,Diamante
3215,0,Inactivo
3216,24,Diamante
3217,0,Inactivo
3218,24,Diamante
3219,24,Diamante
3220,24,Diamante
3221,24,Diamante
3222,24,Diamante
3223,24,Diamante
3224,24,Diamante
3225,24,Diamante
3226,0,Inactivo
3227,24,Diamante
3228,0,Inactivo
3229,0,Inactivo
3230,24,Diamante
3231,19,Diamante
3232,24,Diamante
3233,24,Diamante
3234,0,Inactivo
3235,0,Inactivo
3236,24,Diamante
3237,24,Diamante
3238,24,Diamante
3239,24,Diamante
3240,0,Inactivo
3241,24,Diamante
3242,24,Diamante
3243,0,Inactivo
3244,24,Diamante
3245,24,Diamante
3246,0,Inactivo
3247,24,Diamante
3248,0,Inactivo
3249,0,Inactivo
3250,1,Bronce
3251,0,Inactivo
3252,24,Diamante
3253,24,Diamante
3254,24,Diamante
3255,24,Diamante
3256,24,Diamante
3257,0,Inactivo
3258,3,Plata
3259,24,Diamante
3260,24,Diamante
3261,0,Inactivo
3262,24,Diamante
3263,24,Diamante
3264,24,Diamante
3265,24,Diamante
3266,0,Inactivo
3267,24,Diamante
3268,0,Inactivo
3269,0,Inactivo
3270,24,Diamante
3271,24,Diamante
3272,0,Inactivo
3273,24,Diamante
3274,24,Diamante
3275,24,Diamante
3276,24,Diamante
3277,0,Inactivo
3278,24,Diamante
3279,24,Diamante
3280,24,Diamante
3281,0,Inactivo
3282,24,Diamante
3283,24,Diamante
3284,0,Inactivo
3285,0,Inactivo
3286,0,Inactivo
3287,0,Inactivo
3288,0,Inactivo
3289,24,Diamante
3290,24,Diamante
3291,24,Diamante
3292,24,Diamante
3293,24,Diamante
3294,24,Diamante
3295,24,Diamante
3296,24,Diamante
3297,24,Diamante
3298,24,Diamante
3299,0,Inactivo
3300,0,Inactivo
3301,24,Diamante
3302,24,Diamante
3303,0,Inactivo
3304,0,Inactivo
3305,0,Inactivo
3306,24,Diamante
3307,24,Diamante
3308,0,Inactivo
3309,0,Inactivo
3310,24,Diamante
3311,0,Inactivo
3312,5,Plata
3313,24,Diamante
3314,0,Inactivo
3315,24,Diamante
3316,24,Diamante
3317,24,Diamante
3318,0,Inactivo
3319,24,Diamante
3320,0,Inactivo
3321,24,Diamante
3322,0,Inactivo
3323,24,Diamante
3324,24,Diamante
3325,5,Plata
3326,24,Diamante
3327,24,Diamante
3328,24,Diamante
3329,0,Inactivo
3330,24,Diamante
3331,0,Inactivo
3332,0,Inactivo
3333,24,Diamante
3334,0,Inactivo
3335,0,Inactivo
3336,0,Inactivo
3337,0,Inactivo
3338,0,Inactivo
3339,24,Diamante
3340,24,Diamante
3341,24,Diamante
3342,0,Inactivo
3343,0,Inactivo
3344,24,Diamante
3345,24,Diamante
3346,15,Diamante
3347,0,Inactivo
3348,2,Bronce
3349,24,Diamante
3350,24,Diamante
3351,24,Diamante
3352,0,Inactivo
3353,24,Diamante
3354,24,Diamante
3355,0,Inactivo
3356,24,Diamante
3357,24,Diamante
3358,24,Diamante
3359,24,Diamante
3360,0,Inactivo
3361,0,Inactivo
3362,24,Diamante
3363,24,Diamante
3364,24,Diamante
3365,24,Diamante
3366,16,Diamante
3367,0,Inactivo
3368,24,Diamante
3369,0,Inactivo
3370,24,Diamante
3371,24,Diamante
3372,24,Diamante
3373,16,Diamante
3374,24,Diamante
3375,0,Inactivo
3376,24,Diamante
3377,0,Inactivo
3378,0,Inactivo
3379,24,Diamante
3380,0,Inactivo
3381,0,Inactivo
3382,24,Diamante
3383,0,Inactivo
3384,24,Diamante
3385,24,Diamante
3386,24,Diamante
3387,24,Diamante
3388,0,Inactivo
3389,24,Diamante
3390,24,Diamante
3391,0,Inactivo
3392,24,Diamante
3393,24,Diamante
3394,0,Inactivo
3395,0,Inactivo
3396,24,Diamante
3397,24,Diamante
3398,14,Diamante
3399,24,Diamante
3400,24,Diamante
3401,0,Inactivo
3402,24,Diamante
3403,24,Diamante
3404,24,Diamante
3405,24,Diamante
3406,24,Diamante
3407,0,Inactivo
3408,19,Diamante
3409,24,Diamante
3410,0,Inactivo
3411,24,Diamante
3412,0,Inactivo
3413,0,Inactivo
3414,0,Inactivo
3415,0,Inactivo
3416,24,Diamante
3417,0,Inactivo
3418,0,Inactivo
3419,24,Diamante
3420,24,Diamante
3421,24,Diamante
3422,24,Diamante
3423,24,Diamante
3424,0,Inactivo
3425,24,Diamante
3426,24,Diamante
3427,24,Diamante
3428,24,Diamante
3429,24,Diamante
3430,24,Diamante
3431,24,Diamante
3432,24,Diamante
3433,24,Diamante
3434,24,Diamante
3435,24,Diamante
3436,0,Inactivo
3437,24,Diamante
3438,24,Diamante
3439,24,Diamante
3440,0,Inactivo
3441,24,Diamante
3442,24,Diamante
3443,24,Diamante
3444,24,Diamante
3445,24,Diamante
3446,24,Diamante
3447,24,Diamante
3448,24,Diamante
3449,24,Diamante
3450,24,Diamante
3451,24,Diamante
3452,0,Inactivo
3453,24,Diamante
3454,3,Plata
3455,10,Esmeralda
3456,24,Diamante
3457,24,Diamante
3458,24,Diamante
3459,0,Inactivo
3460,24,Diamante
3461,24,Diamante
3462,24,Diamante
3463,24,Diamante
3464,21,Diamante
3465,0,Inactivo
3466,18,Diamante
3467,24,Diamante
3468,24,Diamante
3469,0,Inactivo
3470,24,Diamante
3471,24,Diamante
3472,0,Inactivo
3473,24,Diamante
3474,0,Inactivo
3475,24,Diamante
3476,24,Diamante
3477,24,Diamante
3478,24,Diamante
3479,24,Diamante
3480,0,Inactivo
3481,24,Diamante
3482,24,Diamante
3483,0,Inactivo
3484,24,Diamante
3485,24,Diamante
3486,24,Diamante
3487,0,Inactivo
3488,17,Diamante
3489,24,Diamante
3490,24,Diamante
3491,0,Inactivo
3492,24,Diamante
3493,24,Diamante
3494,24,Diamante
3495,0,Inactivo
3496,24,Diamante
3497,24,Diamante
3498,0,Inactivo
3499,0,Inactivo
3500,24,Diamante
3501,0,Inactivo
3502,24,Diamante
3503,24,Diamante
3504,24,Diamante
3505,24,Diamante
3506,24,Diamante
3507,0,Inactivo
3508,0,Inactivo
3509,24,Diamante
3510,0,Inactivo
3511,24,Diamante
3512,24,Diamante
3513,24,Diamante
3514,24,Diamante
3515,24,Diamante
3516,0,Inactivo
3517,24,Diamante
3518,0,Inactivo
3519,0,Inactivo
3520,24,Diamante
3521,24,Diamante
3522,0,Inactivo
3523,24,Diamante
3524,24,Diamante
3525,24,Diamante
3526,24,Diamante
3527,0,Inactivo
3528,0,Inactivo
3529,0,Inactivo
3530,24,Diamante
3531,0,Inactivo
3532,24,Diamante
3533,24,Diamante
3534,24,Diamante
3535,24,Diamante
3536,0,Inactivo
3537,24,Diamante
3538,24,Diamante
3539,0,Inactivo
3540,0,Inactivo
3541,0,Inactivo
3542,0,Inactivo
3543,24,Diamante
3544,24,Diamante
3545,0,Inactivo
3546,24,Diamante
3547,0,Inactivo
3548,24,Diamante
3549,23,Diamante
3550,24,Diamante
3551,0,Inactivo
3552,24,Diamante
3553,24,Diamante
3554,24,Diamante
3555,24,Diamante
3556,24,Diamante
3557,24,Diamante
3558,24,Diamante
3559,24,Diamante
3560,0,Inactivo
3561,24,Diamante
3562,24,Diamante
3563,24,Diamante
3564,24,Diamante
3565,0,Inactivo
3566,0,Inactivo
3567,0,Inactivo
3568,24,Diamante
3569,24,Diamante
3570,24,Diamante
3571,0,Inactivo
3572,24,Diamante
3573,4,Plata
3574,24,Diamante
3575,0,Inactivo
3576,24,Diamante
3577,24,Diamante
3578,24,Diamante
3579,24,Diamante
3580,24,Diamante
3581,0,Inactivo
3582,24,Diamante
3583,0,Inactivo
3584,24,Diamante
3585,0,Inactivo
3586,24,Diamante
3587,0,Inactivo
3588,24,Diamante
3589,0,Inactivo
3590,24,Diamante
3591,24,Diamante
3592,24,Diamante
3593,0,Inactivo
3594,0,Inactivo
3595,24,Diamante
3596,24,Diamante
3597,24,Diamante
3598,0,Inactivo
3599,24,Diamante
3600,24,Diamante
3601,24,Diamante
3602,24,Diamante
3603,0,Inactivo
3604,0,Inactivo
3605,24,Diamante
3606,24,Diamante
3607,0,Inactivo
3608,24,Diamante
3609,24,Diamante
3610,24,Diamante
3611,12,Diamante
3612,24,Diamante
3613,24,Diamante
3614,16,Diamante
3615,0,Inactivo
3616,24,Diamante
3617,0,Inactivo
3618,24,Diamante
3619,24,Diamante
3620,24,Diamante
3621,0,Inactivo
3622,24,Diamante
3623,0,Inactivo
3624,0,Inactivo
3625,24,Diamante
3626,24,Diamante
3627,24,Diamante
3628,24,Diamante
3629,24,Diamante
3630,24,Diamante
3631,0,Inactivo
3632,0,Inactivo
3633,24,Diamante
3634,24,Diamante
3635,24,Diamante
3636,24,Diamante
3637,24,Diamante
3638,13,Diamante
3639,24,Diamante
3640,24,Diamante
3641,24,Diamante
3642,17,Diamante
3643,24,Diamante
3644,24,Diamante
3645,24,Diamante
3646,24,Diamante
3647,0,Inactivo
3648,24,Diamante
3649,24,Diamante
3650,24,Diamante
3651,24,Diamante
3652,24,Diamante
3653,24,Diamante
3654,24,Diamante
3655,17,Diamante
3656,24,Diamante
3657,24,Diamante
3658,24,Diamante
3659,24,Diamante
3660,24,Diamante
3661,24,Diamante
3662,24,Diamante
3663,24,Diamante
3664,0,Inactivo
3665,0,Inactivo
3666,24,Diamante
3667,24,Diamante
3668,24,Diamante
3669,24,Diamante
3670,24,Diamante
3671,0,Inactivo
3672,24,Diamante
3673,24,Diamante
3674,24,Diamante
3675,24,Diamante
3676,24,Diamante
3677,0,Inactivo
3678,0,Inactivo
3679,24,Diamante
3680,24,Diamante
3681,0,Inactivo
3682,24,Diamante
3683,24,Diamante
3684,24,Diamante
3685,0,Inactivo
3686,24,Diamante
3687,24,Diamante
3688,24,Diamante
3689,24,Diamante
3690,24,Diamante
3691,24,Diamante
3692,24,Diamante
3693,0,Inactivo
3694,24,Diamante
3695,24,Diamante
3696,0,Inactivo
3697,0,Inactivo
3698,24,Diamante
3699,24,Diamante
3700,0,Inactivo
3701,24,Diamante
3702,24,Diamante
3703,24,Diamante
3704,24,Diamante
3705,24,Diamante
3706,24,Diamante
3707,24,Diamante
3708,24,Diamante
3709,0,Inactivo
3710,0,Inactivo
3711,24,Diamante
3712,24,Diamante
3713,20,Diamante
3714,24,Diamante
3715,24,Diamante
3716,0,Inactivo
3717,0,Inactivo
3718,0,Inactivo
3719,24,Diamante
3720,24,Diamante
3721,24,Diamante
3722,0,Inactivo
3723,24,Diamante
3724,24,Diamante
3725,24,Diamante
3726,0,Inactivo
3727,24,Diamante
3728,0,Inactivo
3729,24,Diamante
3730,0,Inactivo
3731,24,Diamante
3732,0,Inactivo
3733,0,Inactivo
3734,0,Inactivo
3735,24,Diamante
3736,24,Diamante
3737,24,Diamante
3738,0,Inactivo
3739,24,Diamante
3740,24,Diamante
3741,24,Diamante
3742,0,Inactivo
3743,24,Diamante
3744,24,Diamante
3745,24,Diamante
3746,0,Inactivo
3747,24,Diamante
3748,24,Diamante
3749,0,Inactivo
3750,0,Inactivo
3751,0,Inactivo
3752,24,Diamante
3753,24,Diamante
3754,24,Diamante
3755,0,Inactivo
3756,24,Diamante
3757,24,Diamante
3758,24,Diamante
3759,24,Diamante
3760,24,Diamante
3761,24,Diamante
3762,24,Diamante
3763,24,Diamante
3764,0,Inactivo
3765,24,Diamante
3766,24,Diamante
3767,24,Diamante
3768,0,Inactivo
3769,0,Inactivo
3770,24,Diamante
3771,24,Diamante
3772,24,Diamante
3773,24,Diamante
3774,0,Inactivo
3775,0,Inactivo
3776,0,Inactivo
3777,24,Diamante
3778,24,Diamante
3779,0,Inactivo
3780,24,Diamante
3781,24,Diamante
3782,24,Diamante
3783,24,Diamante
3784,24,Diamante
3785,24,Diamante
3786,24,Diamante
3787,24,Diamante
3788,0,Inactivo
3789,24,Diamante
3790,24,Diamante
3791,0,Inactivo
3792,24,Diamante
3793,24,Diamante
3794,24,Diamante
3795,24,Diamante
3796,24,Diamante
3797,24,Diamante
3798,24,Diamante
3799,0,Inactivo
3800,24,Diamante
3801,24,Diamante
3802,24,Diamante
3803,0,Inactivo
3804,24,Diamante
3805,24,Diamante
3806,0,Inactivo
3807,24,Diamante
3808,0,Inactivo
3809,24,Diamante
3810,24,Diamante
3811,24,Diamante
3812,0,Inactivo
3813,0,Inactivo
3814,0,Inactivo
3815,0,Inactivo
3816,0,Inactivo
3817,21,Diamante
3818,21,Diamante
3819,21,Diamante
3820,21,Diamante
3821,24,Diamante
3822,24,Diamante
3823,24,Diamante
3824,24,Diamante
3825,24,Diamante
3826,24,Diamante
3827,24,Diamante
3828,24,Diamante
3829,24,Diamante
3830,24,Diamante
3831,24,Diamante
3832,0,Inactivo
3833,0,Inactivo
3834,24,Diamante
3835,24,Diamante
3836,24,Diamante
3837,24,Diamante
3838,24,Diamante
3839,24,Diamante
3840,24,Diamante
3841,0,Inactivo
3842,24,Diamante
3843,24,Diamante
3844,24,Diamante
3845,0,Inactivo
3846,24,Diamante
3847,24,Diamante
3848,24,Diamante
3849,24,Diamante
3850,24,Diamante
3851,24,Diamante
3852,24,Diamante
3853,24,Diamante
3854,24,Diamante
3855,24,Diamante
3856,0,Inactivo
3857,0,Inactivo
3858,24,Diamante
3859,0,Inactivo
3860,24,Diamante
3861,24,Diamante
3862,24,Diamante
3863,24,Diamante
3864,0,Inactivo
3865,24,Diamante
3866,17,Diamante
3867,24,Diamante
3868,24,Diamante
3869,0,Inactivo
3870,0,Inactivo
3871,24,Diamante
3872,24,Diamante
3873,24,Diamante
3874,24,Diamante
3875,0,Inactivo
3876,24,Diamante
3877,24,Diamante
3878,0,Inactivo
3879,24,Diamante
3880,0,Inactivo
3881,0,Inactivo
3882,24,Diamante
3883,0,Inactivo
3884,24,Diamante
3885,0,Inactivo
3886,0,Inactivo
3887,24,Diamante
3888,0,Inactivo
3889,24,Diamante
3890,24,Diamante
3891,24,Diamante
3892,24,Diamante
3893,0,Inactivo
3894,24,Diamante
3895,0,Inactivo
3896,24,Diamante
3897,24,Diamante
3898,0,Inactivo
3899,0,Inactivo
3900,24,Diamante
3901,24,Diamante
3902,20,Diamante
3903,24,Diamante
3904,24,Diamante
3905,24,Diamante
3906,24,Diamante
3907,0,Inactivo
3908,24,Diamante
3909,24,Diamante
3910,24,Diamante
3911,0,Inactivo
3912,0,Inactivo
3913,24,Diamante
3914,0,Inactivo
3915,0,Inactivo
3916,24,Diamante
3917,24,Diamante
3918,0,Inactivo
3919,0,Inactivo
3920,0,Inactivo
3921,24,Diamante
3922,0,Inactivo
3923,24,Diamante
3924,0,Inactivo
3925,24,Diamante
3926,0,Inactivo
3927,24,Diamante
3928,24,Diamante
3929,24,Diamante
3930,2,Bronce
3931,24,Diamante
3932,24,Diamante
3933,0,Inactivo
3934,0,Inactivo
3935,0,Inactivo
3936,24,Diamante
3937,14,Diamante
3938,24,Diamante
3939,24,Diamante
3940,24,Diamante
3941,24,Diamante
3942,0,Inactivo
3943,0,Inactivo
3944,24,Diamante
3945,0,Inactivo
3946,24,Diamante
3947,24,Diamante
3948,24,Diamante
3949,24,Diamante
3950,24,Diamante
3951,24,Diamante
3952,24,Diamante
3953,0,Inactivo
3954,0,Inactivo
3955,0,Inactivo
3956,0,Inactivo
3957,0,Inactivo
3958,24,Diamante
3959,24,Diamante
3960,24,Diamante
3961,24,Diamante
3962,0,Inactivo
3963,24,Diamante
3964,24,Diamante
3965,0,Inactivo
3966,24,Diamante
3967,0,Inactivo
3968,0,Inactivo
3969,0,Inactivo
3970,24,Diamante
3971,24,Diamante
3972,24,Diamante
3973,24,Diamante
3974,24,Diamante
3975,24,Diamante
3976,0,Inactivo
3977,0,Inactivo
3978,24,Diamante
3979,24,Diamante
3980,24,Diamante
3981,24,Diamante
3982,24,Diamante
3983,24,Diamante
3984,0,Inactivo
3985,0,Inactivo
3986,24,Diamante
3987,24,Diamante
3988,0,Inactivo
3989,18,Diamante
3990,0,Inactivo
3991,24,Diamante
3992,24,Diamante
3993,3,Plata
3994,0,Inactivo
3995,24,Diamante
3996,24,Diamante
3997,1,Bronce
3998,24,Diamante
3999,24,Diamante
4000,18,Diamante
4001,24,Diamante
4002,24,Diamante
4003,24,Diamante
4004,24,Diamante
4005,24,Diamante
4006,0,Inactivo
4007,24,Diamante
4008,24,Diamante
4009,24,Diamante
4010,24,Diamante
4011,0,Inactivo
4012,24,Diamante
4013,0,Inactivo
4014,0,Inactivo
4015,24,Diamante
4016,0,Inactivo
4017,24,Diamante
4018,24,Diamante
4019,24,Diamante
4020,24,Diamante
4021,18,Diamante
4022,24,Diamante
4023,17,Diamante
4024,0,Inactivo
4025,9,Esmeralda
4026,24,Diamante
4027,24,Diamante
4028,0,Inactivo
4029,24,Diamante
4030,24,Diamante
4031,24,Diamante
4032,24,Diamante
4033,0,Inactivo
4034,0,Inactivo
4035,24,Diamante
4036,24,Diamante
4037,24,Diamante
4038,24,Diamante
4039,24,Diamante
4040,24,Diamante
4041,24,Diamante
4042,24,Diamante
4043,0,Inactivo
4044,24,Diamante
4045,24,Diamante
4046,24,Diamante
4047,24,Diamante
4048,0,Inactivo
4049,0,Inactivo
4050,0,Inactivo
4051,24,Diamante
4052,24,Diamante
4053,24,Diamante
4054,24,Diamante
4055,24,Diamante
4056,7,Oro
4057,0,Inactivo
4058,0,Inactivo
4059,0,Inactivo
4060,24,Diamante
4061,24,Diamante
4062,24,Diamante
4063,24,Diamante
4064,24,Diamante
4065,0,Inactivo
4066,24,Diamante
4067,24,Diamante
4068,24,Diamante
4069,24,Diamante
4070,24,Diamante
4071,24,Diamante
4072,24,Diamante
4073,0,Inactivo
4074,24,Diamante
4075,24,Diamante
4076,24,Diamante
4077,24,Diamante
4078,24,Diamante
4079,24,Diamante
4080,22,Diamante
4081,0,Inactivo
4082,0,Inactivo
4083,24,Diamante
4084,24,Diamante
4085,24,Diamante
4086,0,Inactivo
4087,0,Inactivo
4088,24,Diamante
4089,0,Inactivo
4090,24,Diamante
4091,24,Diamante
4092,24,Diamante
4093,24,Diamante
4094,24,Diamante
4095,24,Diamante
4096,24,Diamante
4097,24,Diamante
4098,24,Diamante
4099,24,Diamante
4100,24,Diamante
4101,0,Inactivo
4102,24,Diamante
4103,24,Diamante
4104,0,Inactivo
4105,24,Diamante
4106,24,Diamante
4107,0,Inactivo
4108,0,Inactivo
4109,0,Inactivo
4110,24,Diamante
4111,0,Inactivo
4112,24,Diamante
4113,24,Diamante
4114,0,Inactivo
4115,24,Diamante
4116,24,Diamante
4117,24,Diamante
4118,24,Diamante
4119,0,Inactivo
4120,0,Inactivo
4121,24,Diamante
4122,24,Diamante
4123,24,Diamante
4124,19,Diamante
4125,12,Diamante
4126,0,Inactivo
4127,24,Diamante
4128,0,Inactivo
4129,0,Inactivo
4130,24,Diamante
4131,24,Diamante
4132,0,Inactivo
4133,24,Diamante
4134,0,Inactivo
4135,0,Inactivo
4136,24,Diamante
4137,24,Diamante
4138,0,Inactivo
4139,24,Diamante
4140,24,Diamante
4141,24,Diamante
4142,24,Diamante
4143,0,Inactivo
4144,24,Diamante
4145,24,Diamante
4146,24,Diamante
4147,0,Inactivo
4148,0,Inactivo
4149,13,Diamante
4150,24,Diamante
4151,0,Inactivo
4152,0,Inactivo
4153,24,Diamante
4154,24,Diamante
4155,24,Diamante
4156,0,Inactivo
4157,0,Inactivo
4158,24,Diamante
4159,24,Diamante
4160,14,Diamante
4161,24,Diamante
4162,24,Diamante
4163,24,Diamante
4164,24,Diamante
4165,24,Diamante
4166,0,Inactivo
4167,24,Diamante
4168,24,Diamante
4169,24,Diamante
4170,24,Diamante
4171,24,Diamante
4172,24,Diamante
4173,0,Inactivo
4174,0,Inactivo
4175,24,Diamante
4176,24,Diamante
4177,24,Diamante
4178,24,Diamante
4179,0,Inactivo
4180,0,Inactivo
4181,0,Inactivo
4182,24,Diamante
4183,24,Diamante
4184,24,Diamante
4185,24,Diamante
4186,0,Inactivo
4187,24,Diamante
4188,0,Inactivo
4189,24,Diamante
4190,0,Inactivo
4191,24,Diamante
4192,24,Diamante
4193,0,Inactivo
4194,24,Diamante
4195,0,Inactivo
4196,24,Diamante
4197,24,Diamante
4198,0,Inactivo
